gameId,playId,nflId,tackle,assist,forcedFumble,pff_missedTackle,game_play_Id,event_type,s_avg_05,s_avg_1,bc_s_avg_05,bc_s_avg_1,cos_avg_05,cos_avg_1,do_avg_05,do_avg_1,bc_do_avg_05,bc_do_avg_1,cos_05_null,cos_1_null,ballCarrierId,tackle_status
2022092508,3542,35452,1,0,0,0,2022092508_3542,1.0,1.998,1.926,1.6159999999999997,1.878,0.4441911634307665,-0.5307233295218273,0.1831111111111111,0.6226444444444444,0.5768666666666666,0.6800666666666666,0,0,44852,1
2022091901,1156,35452,0,0,0,1,2022091901_1156,2.0,5.130000000000001,5.286,5.006,6.424,0.7462377714721194,0.9386327956508131,0.1012222222222223,0.234333333333333,0.8906666666666666,0.7063777777777778,0,0,47885,0
2022100202,3832,35454,1,0,0,0,2022100202_3832,1.0,1.4459999999999995,3.016,1.942,3.1340000000000003,0.9435497705329942,0.9231705382227456,-0.7696666666666667,-0.4217555555555556,-0.5990000000000002,-0.9380222222222224,0,0,47857,1
2022100913,459,35454,0,0,0,1,2022100913_459,2.0,3.672,3.822,4.732,6.032,0.0427670270302993,0.396674796018425,0.7076222222222222,0.9106222222222222,0.8783777777777777,0.8909555555555555,0,0,53434,0
2022102300,244,35454,1,0,0,0,2022102300_244,1.0,0.724,0.742,1.668,1.814,-0.702105319316287,-0.93985256701638,0.5644222222222222,0.608,0.9270444444444444,0.6190666666666667,0,0,43380,1
2022100212,970,35459,0,0,0,1,2022100212_970,2.0,0.8379999999999999,2.408,6.128,6.406000000000001,-0.3428681776551704,-0.1716810212014453,0.2881555555555555,0.030422222222222,0.979777777777778,0.9636,0,0,47807,0
2022101700,90,35459,1,0,0,0,2022101700_90,1.0,5.838,5.458,5.064,4.958,0.9837625213496256,0.8697964616725755,0.7327333333333333,0.8157777777777777,0.0025333333333334,0.8061333333333334,0,0,45573,1
2022100600,4458,35459,0,0,0,1,2022100600_4458,2.0,4.909999999999999,5.336,4.926,5.722,-0.2898329546099579,-0.8108395045369086,0.9106222222222222,0.8722888888888891,0.6666444444444444,0.8857333333333333,0,0,53703,0
2022103000,1268,35459,0,0,0,1,2022103000_1268,2.0,7.49,7.237999999999999,8.706,9.152,0.3664301219400642,0.3284211834988189,0.9384888888888888,0.9817333333333332,0.9492444444444444,0.8695111111111112,0,0,53454,0
2022102307,3402,35459,1,0,0,0,2022102307_3402,1.0,6.772,7.824,5.972,5.156000000000001,0.9480912418049088,0.8355183700294093,0.7838444444444445,0.9196444444444444,0.7823111111111111,0.7497777777777779,0,0,46226,1
2022092513,2991,35459,0,0,0,1,2022092513_2991,2.0,4.7780000000000005,7.0840000000000005,4.766,6.544,0.022687207052641,0.512976134037453,0.2888444444444444,0.7045111111111111,0.9037111111111112,0.9282,0,0,47819,0
2022092513,320,35459,0,0,0,1,2022092513_320,2.0,4.904000000000001,4.332000000000001,7.467999999999999,6.748,-0.0832710047978086,-0.7764052082137708,0.9178444444444442,0.9463555555555556,0.9081111111111112,0.8300000000000001,0,0,46377,0
2022100212,3498,35459,1,0,0,0,2022100212_3498,1.0,1.002,3.358,3.124,4.952,0.0412207874010068,-0.1231198435266153,0.3654666666666667,0.6564222222222221,-0.0956000000000002,0.7599333333333333,0,0,47807,1
2022103000,1745,35459,1,0,0,0,2022103000_1745,1.0,4.369999999999999,5.58,5.034000000000001,4.946,0.962164262079946,0.9889538106802084,0.6876444444444444,-0.1577555555555555,-0.1239555555555555,-0.5247777777777778,0,0,53454,1
2022092513,296,35459,1,0,0,0,2022092513_296,1.0,2.662,5.068,4.438,6.062,-0.5193631775999397,-0.6747647041515096,0.6586666666666668,0.9416,0.8448444444444444,0.8583555555555555,0,0,52433,1
2022100600,4213,35459,1,0,0,0,2022100600_4213,1.0,3.246,4.886,4.8020000000000005,5.064,0.675525002186839,0.5845288284363415,0.4857111111111111,0.2634666666666666,0.6428888888888888,0.7069555555555553,0,0,53703,1
2022091810,862,35459,0,0,0,1,2022091810_862,2.0,4.076,4.422,2.2700000000000005,3.746,-0.2866414597135532,-0.6835332157577675,0.919177777777778,0.8840888888888889,0.9521777777777778,0.7982888888888889,0,0,54572,0
2022103000,2295,35459,1,0,0,0,2022103000_2295,1.0,2.924,3.3160000000000003,2.72,4.038,0.9843457660258292,0.8567702813440097,-0.0086666666666666,-0.0180666666666666,-0.8543333333333333,0.5690444444444444,0,0,44835,1
2022100212,1694,35459,1,0,0,0,2022100212_1694,1.0,2.434,5.1160000000000005,3.3600000000000003,3.942,-0.8100731844979172,-0.9316894547318826,0.8820444444444444,0.8558,0.7866222222222223,0.8858666666666666,0,0,47807,1
2022100212,3477,35459,1,0,0,0,2022100212_3477,1.0,6.598000000000001,7.446000000000001,5.549999999999999,6.656000000000001,-0.0198132716959233,0.4478711701244042,0.9286666666666668,0.982488888888889,0.9440222222222224,0.876288888888889,0,0,47807,1
2022091810,3400,35459,1,0,0,0,2022091810_3400,1.0,7.266,8.5,7.093999999999999,8.485999999999999,0.9874788371378674,0.9675839256251658,0.053311111111111,0.7019333333333333,0.2900000000000001,0.6731999999999999,0,0,43396,1
2022092513,3278,35459,1,0,0,0,2022092513_3278,1.0,5.144,6.882000000000001,6.284,6.969999999999999,0.8559020741579142,0.9106603528591558,0.4341111111111112,0.8218444444444444,0.9383555555555556,0.7517777777777778,0,0,44959,1
2022091106,2935,35466,1,0,0,0,2022091106_2935,1.0,0.732,2.418,2.5380000000000003,3.4839999999999995,-0.3650072072235665,-0.8410447981136215,-0.6682222222222223,0.2084888888888887,-0.059911111111111,0.887511111111111,0,0,46203,1
2022100905,1254,35466,1,0,0,0,2022100905_1254,1.0,2.968,3.896,1.39,1.53,-0.6210880359347939,0.9686917310598714,0.9712444444444446,0.9851333333333332,0.5907555555555556,0.2792222222222222,0,0,43584,1
2022091106,3253,35466,1,0,0,0,2022091106_3253,1.0,2.2,4.017999999999999,2.156,2.632,0.8731503358994075,-0.0686022318494401,0.6777777777777778,0.9055555555555556,0.2018444444444442,0.6496888888888889,0,0,53435,1
2022100211,1417,35466,1,0,0,0,2022100211_1417,1.0,0.632,0.514,0.188,0.7060000000000001,-0.5286914349691869,-0.7458971826398557,0.6579555555555554,0.3672666666666665,0.1430444444444444,0.1335999999999999,0,0,52470,1
2022102400,3334,35466,1,0,0,0,2022102400_3334,1.0,3.702,4.634,4.498,5.866,0.982046330278828,0.9225861751044286,0.8652222222222221,0.7899555555555556,0.6609111111111112,0.8266000000000002,0,0,53646,1
2022103007,3373,35466,1,0,0,0,2022103007_3373,1.0,3.338,4.698,4.119999999999999,6.142,0.9564071833431196,0.9623598532837068,0.3101333333333332,0.1666222222222221,0.6412666666666669,0.4841777777777777,0,0,42500,1
2022100211,308,35466,1,0,0,0,2022100211_308,1.0,4.954,5.462000000000001,5.79,7.078,0.9465361281232768,0.8572146018395888,0.5016888888888889,0.6221111111111111,0.709777777777778,0.8249333333333334,0,0,46705,1
2022103007,376,35466,0,0,0,1,2022103007_376,2.0,4.734,6.092,5.676,6.032,0.9858987491881244,0.8124171273836787,-0.953622222222222,-0.5557777777777775,0.7796666666666666,0.1065555555555556,0,0,54475,0
2022100211,1944,35466,1,0,0,0,2022100211_1944,1.0,4.402,5.621999999999999,4.742,6.354000000000001,0.3538211299173448,0.4893280456273217,0.7179333333333333,0.6355555555555557,0.887511111111111,0.8440444444444445,0,0,44995,1
2022092505,494,35466,1,0,0,0,2022092505_494,1.0,5.134,6.568,4.734,6.203999999999999,0.9634975457298544,0.8616699660015443,0.9562444444444445,0.9572000000000004,0.7375555555555555,0.9453555555555556,0,0,46155,1
2022091806,2831,35466,1,0,0,0,2022091806_2831,1.0,2.414,3.302,4.918,4.766,0.0445142712414379,0.516599556474637,-0.3447999999999998,0.3546888888888888,0.6177333333333335,0.6140222222222225,0,0,53453,1
2022091106,1401,35466,1,0,0,0,2022091106_1401,1.0,2.224,3.426,5.045999999999999,4.966,-0.9423663402680996,-0.9247976412762928,0.9072444444444444,0.8639111111111111,0.9345111111111112,0.8081777777777777,0,0,43454,1
2022103007,400,35466,1,0,0,0,2022103007_400,1.0,2.3560000000000003,5.862,3.544,5.246,0.7531567528609001,0.7493892779258424,0.1336222222222222,-0.0057555555555557,0.4627333333333333,0.8249555555555554,0,0,53431,1
2022100905,463,35466,1,0,0,0,2022100905_463,1.0,2.276,1.752,2.316,3.0939999999999994,0.986462712492847,0.9974612382646229,-0.2811333333333334,-0.5840666666666667,-0.4139333333333331,0.0626222222222222,0,0,46320,1
2022102400,1515,35466,1,0,0,0,2022102400_1515,1.0,4.474,5.984,4.481999999999999,5.258000000000001,0.9711369776188578,0.95810554756016,-0.5219333333333334,0.0558666666666667,0.5163555555555556,-0.1111999999999998,0,0,53646,1
2022102308,1402,35470,0,0,0,1,2022102308_1402,2.0,5.656,4.876,8.298,8.206,0.9025857591884408,0.9827066559243892,0.427911111111111,-0.0779999999999999,0.6671999999999999,0.882711111111111,0,0,53732,0
2022110300,1277,35470,1,0,0,0,2022110300_1277,1.0,5.918,4.651999999999999,4.776,3.894,0.9091785469438622,0.7561865508918725,0.6047555555555555,0.5369333333333333,0.8193333333333334,0.8971555555555556,0,0,47836,1
2022100206,2090,35470,1,0,0,0,2022100206_2090,1.0,1.542,2.868,1.718,2.942,0.9953014354508068,0.9991607137971228,0.1881999999999999,0.0647111111111109,0.7632666666666666,0.5532222222222223,0,0,45573,1
2022110300,1340,35470,0,0,0,1,2022110300_1340,2.0,0.916,2.554,3.704,3.442,-0.46561999218448,0.6510044342687962,0.5389111111111111,0.2972666666666665,0.9770444444444444,0.9417555555555556,0,0,52461,0
2022103004,2106,35470,0,0,0,1,2022103004_2106,2.0,8.216,7.343999999999999,7.834,6.789999999999999,0.9748507998180052,0.9328965832095624,0.8730666666666667,0.9130222222222224,-0.9777333333333332,-0.9182888888888888,0,0,54551,0
2022091105,4905,35470,0,0,0,1,2022091105_4905,2.0,6.748,6.354,6.354,5.9,0.8298169961124703,0.8430794175199825,0.8786222222222222,0.7974444444444444,0.7661333333333332,0.6323111111111112,0,0,47842,0
2022091110,3674,35493,1,0,0,0,2022091110_3674,1.0,0.31,1.564,0.504,1.814,0.0023095000633266,0.931581407071764,-0.1271999999999999,-0.6035777777777775,-0.7115333333333334,-0.7665999999999998,0,0,44917,1
2022091500,1511,35493,1,0,0,0,2022091500_1511,1.0,0.286,1.2119999999999995,0.882,1.622,0.1284675728085932,0.7958882988959715,-0.0838000000000001,-0.0842666666666666,0.3488666666666667,-0.4084888888888888,0,0,45573,1
2022091110,4056,35493,1,0,0,0,2022091110_4056,1.0,8.797999999999998,8.847999999999999,7.874,8.482,0.9343126755563111,0.9261215655173471,0.9533555555555556,0.8382222222222222,0.7094444444444445,0.8566888888888888,0,0,47980,1
2022092502,643,35493,1,0,0,0,2022092502_643,1.0,6.617999999999999,8.524,6.775999999999999,7.616000000000001,0.9844888205740746,0.9671714764913704,0.7036000000000001,0.6023555555555554,0.9376666666666666,0.940911111111111,0,0,33084,1
2022101000,3980,35493,0,0,0,1,2022101000_3980,2.0,2.968,2.17,4.784000000000001,4.140000000000001,0.4077232393787552,-0.0178600001654693,0.4608222222222221,0.3951111111111113,0.9014444444444444,0.9393111111111112,0,0,47807,0
2022100903,2995,35522,1,0,0,0,2022100903_2995,1.0,5.3500000000000005,6.798,2.784,4.438,0.5539327652980441,0.1430300187645206,0.7779333333333333,0.9238888888888888,0.8145555555555554,0.4862222222222224,0,0,41246,1
2022091808,907,35562,1,0,0,0,2022091808_907,1.0,1.7299999999999998,3.692,2.346,2.664,0.9413240412450234,0.2263259641828373,0.1446444444444444,0.8762666666666667,0.7008444444444443,0.0657333333333334,0,0,54558,1
2022092511,1170,35562,1,0,0,0,2022092511_1170,1.0,2.3080000000000003,1.154,3.668,1.844,0.9887548558304536,0.9969548629674811,-0.7649777777777778,-0.7373333333333332,0.5877555555555554,0.2968222222222222,0,0,39975,1
2022091808,1536,35562,1,0,0,0,2022091808_1536,1.0,3.5980000000000003,3.96,3.532,2.962,0.9999375605885537,0.9805475686022154,0.5691111111111111,0.4364444444444443,-0.4969777777777778,-0.8962888888888891,0,0,46377,1
2022100906,517,35562,1,0,0,0,2022100906_517,1.0,2.89,3.444,2.5780000000000003,2.322,-0.1251805569360908,0.7578725816000313,-0.5679111111111111,-0.4870666666666667,-0.3963333333333333,-0.3516444444444443,0,0,44879,1
2022100906,235,35562,1,0,0,0,2022100906_235,1.0,3.9820000000000007,3.3840000000000003,3.646,3.748,0.9898737187513384,0.9943416630468708,0.6579111111111111,0.9498444444444444,-0.4334222222222221,-0.803911111111111,0,0,45244,1
2022091808,3526,35562,1,0,0,0,2022091808_3526,1.0,0.962,2.934,1.732,2.8280000000000003,-0.1943334984349042,-0.0392307700883449,0.2098666666666665,0.8863333333333333,-0.8309555555555553,-0.5974666666666665,0,0,54558,1
2022091808,491,35562,1,0,0,0,2022091808_491,1.0,4.656000000000001,5.878,4.112,5.026,0.8373963092975709,0.6439822431848163,0.9314,0.9280666666666664,0.3140666666666665,0.6118666666666666,0,0,46377,1
2022091200,3685,35562,1,0,0,0,2022091200_3685,1.0,1.2360000000000002,0.414,1.282,0.392,0.9760823510629936,0.3402960204187058,-0.3733555555555555,-0.3450222222222222,0.6555777777777777,0.3994222222222222,0,0,42358,1
2022091808,512,35562,1,0,0,0,2022091808_512,1.0,2.25,2.5620000000000003,1.966,3.19,0.9250272395815674,0.7986795282829695,-0.6969555555555556,-0.3730444444444445,0.711311111111111,0.5156666666666666,0,0,46377,1
2022103012,1162,37075,1,0,0,0,2022103012_1162,1.0,4.946,5.022,4.432,4.139999999999999,0.8669752297079985,0.4319153727409549,0.8271999999999998,0.9436,0.7992888888888888,0.5026888888888889,0,0,44995,1
2022101610,3430,37075,1,0,0,0,2022101610_3430,1.0,5.264,6.828,5.236,5.178,0.9412053341759444,0.9927395703870878,0.3169111111111111,0.8301777777777778,0.8115111111111111,0.9058888888888889,0,0,44822,1
2022101610,654,37075,1,0,0,0,2022101610_654,1.0,1.936,1.014,2.396,1.272,0.9921934911055756,0.9588194115045022,0.5480888888888888,0.4454444444444444,-0.2121111111111111,-0.0893333333333332,0,0,52440,1
2022110606,760,37075,0,0,0,1,2022110606_760,2.0,3.72,2.3280000000000003,5.6,4.942,0.9281530272474908,0.9653595343796112,0.2461555555555555,-0.6934666666666667,0.464311111111111,0.6944666666666665,0,0,52733,0
2022103012,1982,37075,0,0,0,1,2022103012_1982,2.0,2.01,1.84,4.840000000000001,5.848,-0.0170066010531146,-0.3905803333015174,0.6657333333333334,0.2321555555555555,0.7907333333333333,0.7708,0,0,52470,0
2022091900,1528,37075,1,0,0,0,2022091900_1528,1.0,0.954,2.732,2.056,3.816,0.0734857959724239,-0.0925440590328206,-0.1168444444444444,-0.0799777777777776,-0.7422666666666667,-0.2354222222222221,0,0,43334,1
2022091112,1946,37078,1,0,0,0,2022091112_1946,1.0,4.392,3.4799999999999995,3.1900000000000004,3.752,0.991587098087013,0.9071475175173808,0.8684888888888889,0.7511777777777777,0.5944222222222222,0.6743777777777777,0,0,54597,1
2022091901,88,37078,0,0,0,1,2022091901_88,2.0,2.3880000000000003,0.716,4.338,4.417999999999999,0.5356832966643539,0.4061140752303975,0.2380666666666668,-0.1267555555555557,0.7339111111111112,0.6761777777777778,0,0,46118,0
2022103005,1348,37078,1,0,0,0,2022103005_1348,1.0,2.978,3.7,1.14,2.712,0.5320558912134695,0.9688134858869616,-0.1271333333333332,-0.2408222222222222,0.3442,0.4119555555555555,0,0,52630,1
2022092504,1873,37078,1,0,0,0,2022092504_1873,1.0,4.9,5.304,4.672,4.51,0.682500707294756,0.7563926575271606,0.6238666666666667,0.8966888888888889,0.9579777777777778,0.9841111111111112,0,0,52443,1
2022091112,573,37078,1,0,0,0,2022091112_573,1.0,0.734,1.5180000000000002,1.236,1.148,0.9019107553499136,0.6496247933875136,0.8578888888888887,0.945577777777778,0.5392222222222222,0.4793111111111111,0,0,52470,1
2022092504,84,37078,1,0,0,0,2022092504_84,1.0,6.354,7.628,6.478,6.992,0.9769262945015872,0.9501991125230228,0.8470888888888887,0.8354666666666667,0.6430222222222224,0.8902444444444445,0,0,46130,1
2022103005,3126,37078,0,0,0,1,2022103005_3126,2.0,5.511999999999999,4.386,6.676,5.973999999999999,0.8948247478836342,0.571163971684636,0.4645555555555555,0.5952000000000001,0.8035111111111112,0.9145111111111112,0,0,53478,0
2022101604,3105,37078,1,0,0,0,2022101604_3105,1.0,6.378,7.198,5.112,5.672,0.989163752981381,0.995034123891556,0.9100666666666668,0.8569333333333334,0.7582000000000001,0.5900444444444443,0,0,43454,1
2022101604,3565,37078,1,0,0,0,2022101604_3565,1.0,2.332,2.9479999999999995,0.6359999999999999,3.1260000000000003,-0.0336093997461852,0.4493838666837716,-0.2594666666666667,0.4525555555555555,0.1178888888888888,-0.067111111111111,0,0,46671,1
2022110608,2614,37084,1,0,0,0,2022110608_2614,1.0,2.236,2.128,4.132,4.862,0.4636634378721981,0.5399732918680475,0.404311111111111,0.4279111111111112,0.4542000000000001,0.9279333333333334,0,0,54506,1
2022101609,3371,37084,1,0,0,0,2022101609_3371,1.0,4.018,5.424,4.124,4.2,0.7545639063403569,0.1140863474958612,0.9680444444444444,0.9080222222222222,0.0075777777777777,0.5791333333333333,0,0,54506,1
2022110608,1361,37084,1,0,0,0,2022110608_1361,1.0,3.63,4.656,3.664,4.562,0.7957954885061079,0.4581961306745394,0.9642000000000002,0.9501555555555556,0.8851777777777776,0.8579111111111111,0,0,54506,1
2022091811,1733,37084,1,0,0,0,2022091811_1733,1.0,2.71,2.224,3.024,3.746,0.1225468875171936,-0.8952289793646153,0.7578444444444443,0.2759333333333333,-0.7285333333333334,0.2317999999999998,0,0,47807,1
2022101300,2680,37087,1,0,0,0,2022101300_2680,1.0,2.198,2.994,2.0360000000000005,3.702,0.9540022255822802,0.9045485418767306,0.8957777777777778,0.6292888888888888,0.5724666666666667,0.8614666666666666,0,0,54563,1
2022100904,1562,37087,0,0,0,1,2022100904_1562,2.0,7.524000000000001,7.093999999999999,6.812,6.184,0.537496145910502,0.6232136817365533,0.9217333333333332,0.9561111111111112,0.8656,0.7782222222222221,0,0,44853,0
2022091812,133,37087,1,0,0,0,2022091812_133,1.0,5.422,6.536,5.395999999999999,5.460000000000001,0.8829417702312993,0.7536161119040413,0.7531111111111111,0.7980222222222217,0.5963777777777779,0.8874666666666664,0,0,52470,1
2022110700,2965,37097,0,0,0,1,2022110700_2965,2.0,5.56,6.214,5.406000000000001,6.156000000000001,0.9871353814099816,0.971792987517891,0.7329111111111111,0.8271333333333335,0.8518000000000001,0.7488,0,0,46101,0
2022103006,396,37097,1,0,0,0,2022103006_396,1.0,1.81,0.976,4.398,3.454,0.921341411408975,0.9786456924749172,0.3082444444444442,-0.1187555555555557,0.880488888888889,0.9110444444444444,0,0,47807,1
2022100906,322,37097,0,0,0,1,2022100906_322,2.0,2.882,1.964,5.012,4.880000000000001,0.9556452384542068,0.6358011750722183,0.3941555555555557,-0.6038666666666668,0.9484888888888888,0.9821777777777776,0,0,46096,0
2022091100,2899,37097,1,0,0,0,2022091100_2899,1.0,1.5000000000000002,2.29,0.8620000000000001,2.028,0.9290825198588166,0.9207064674534458,0.2306444444444445,0.3338666666666668,0.4022888888888887,0.7155333333333332,0,0,53612,1
2022110700,2923,37097,1,0,0,0,2022110700_2923,1.0,1.718,3.1820000000000004,1.994,3.844,0.9883121623765598,0.9240343219742152,0.8195333333333332,0.7811777777777777,-0.768088888888889,0.2537333333333332,0,0,43362,1
2022091100,996,37097,1,0,0,0,2022091100_996,1.0,1.336,1.576,0.412,1.5539999999999998,0.7327706408015497,0.4005659020869439,0.3827555555555556,0.6222222222222223,-0.0597999999999998,0.1820222222222221,0,0,39975,1
2022100200,1707,37097,1,0,0,0,2022100200_1707,1.0,1.838,1.226,1.98,3.662,0.7507084022537475,-0.1621331660355248,0.4506888888888888,0.3797555555555555,-0.4694444444444443,0.4548444444444446,0,0,44853,1
2022102000,1256,37097,1,0,0,0,2022102000_1256,1.0,0.674,1.326,1.426,1.424,0.974262609234031,0.9763035301073596,-0.7898666666666667,0.2216222222222221,-0.5556888888888889,-0.2847333333333333,0,0,54666,1
2022091100,956,37097,1,0,0,0,2022091100_956,1.0,0.982,0.668,1.2799999999999998,2.078,0.7098499160044918,-0.8298992903429306,0.7603333333333332,0.9141777777777776,-0.5344888888888889,0.7832000000000001,0,0,39975,1
2022091804,2547,37097,1,0,0,0,2022091804_2547,1.0,2.264,3.3840000000000003,2.736,3.972,0.2745156308327791,-0.2463154312680065,-0.0832888888888889,0.4975111111111111,-0.5041777777777778,0.6928222222222222,0,0,54556,1
2022102000,3939,37097,0,0,0,1,2022102000_3939,2.0,1.4580000000000002,1.32,3.5740000000000003,4.029999999999999,0.2259408711746224,-0.6746030497353199,0.1673555555555555,-0.0032666666666668,0.5265555555555557,0.7218888888888889,0,0,54666,0
2022101605,746,37097,1,0,0,0,2022101605_746,1.0,3.658,3.5739999999999994,3.846000000000001,4.484,0.9969514097562104,0.9576282158836688,0.9489777777777778,0.7057555555555556,0.7816666666666666,0.8789555555555555,0,0,44860,1
2022092500,1571,37097,1,0,0,0,2022092500_1571,1.0,0.032,0.08,0.01,0.058,-0.5157494982080552,-0.3463173488936685,-0.7912888888888889,-0.8383333333333335,0.2111333333333334,0.6336444444444443,0,0,44820,1
2022102000,3319,37097,0,0,0,1,2022102000_3319,2.0,4.818,2.604,6.784000000000001,5.826,0.9286034070533992,0.9514334854150576,0.8407111111111112,0.2339777777777777,0.6890222222222222,0.5964222222222222,0,0,52630,0
2022100210,3910,37104,1,0,0,0,2022100210_3910,1.0,2.49,4.0,3.0,3.084,0.9220114453243908,0.3225578481021138,-0.5018444444444444,-0.4925555555555554,0.8947333333333333,0.8482888888888891,0,0,54475,1
2022092200,3692,37104,1,0,0,0,2022092200_3692,1.0,1.2799999999999998,2.51,1.7559999999999998,2.452,0.8932257963384471,0.9325498568111372,-0.837688888888889,-0.5648222222222223,-0.6091111111111112,-0.7338888888888888,0,0,46104,1
2022102311,2163,37104,1,0,0,0,2022102311_2163,1.0,5.066,4.986000000000001,5.668000000000001,6.562,0.9793979735928608,0.8827158484717991,0.534688888888889,0.2682666666666667,0.8091111111111113,0.8567555555555557,0,0,42718,1
2022091806,3086,37104,1,0,0,0,2022091806_3086,1.0,2.384,3.698,3.78,5.558,0.9900946384139376,0.9764858468959732,0.931711111111111,0.7411555555555556,0.7248222222222223,0.7687777777777779,0,0,53549,1
2022102311,2131,37104,1,0,0,0,2022102311_2131,1.0,3.1160000000000005,3.22,3.3199999999999994,3.828,0.9498287413635442,0.7970648533361253,0.3996888888888888,0.6570222222222222,0.0052888888888889,0.6748000000000001,0,0,42718,1
2022091806,388,37104,1,0,0,0,2022091806_388,1.0,3.874,5.336,5.311999999999999,6.2700000000000005,0.8451392923620455,0.7033513473151994,0.9679111111111112,0.9135777777777776,0.4881333333333333,0.7394000000000001,0,0,53444,1
2022101607,1127,37104,1,0,0,0,2022101607_1127,1.0,1.5179999999999998,1.702,2.1580000000000004,1.904,0.7367510747158766,0.952312389837274,0.4903333333333332,0.4104222222222222,0.1165555555555556,0.0327333333333332,0,0,44816,1
2022091103,1700,37104,1,0,0,0,2022091103_1700,1.0,0.3339999999999999,0.316,0.6299999999999999,0.484,-0.5070896164843195,-0.0136351783661512,-0.1114666666666667,-0.8471555555555556,-0.1119777777777776,0.2878222222222223,0,0,44860,1
2022102311,2277,37104,1,0,0,0,2022102311_2277,1.0,3.67,4.198,4.57,3.92,0.9725433611726798,0.855497412844897,0.3496888888888889,0.5377333333333332,-0.8491555555555553,0.3904666666666666,0,0,46203,1
2022100901,1893,37104,0,0,0,1,2022100901_1893,2.0,4.659999999999999,3.028,5.632,4.435999999999999,0.8007414818218465,0.5367332988580663,0.8853111111111109,0.7848,0.8230000000000001,0.5428666666666665,0,0,46076,0
2022100901,735,37104,1,0,0,0,2022100901_735,1.0,2.762,2.9,3.62,1.904,0.9990677331834746,0.7388356298272828,0.3633333333333334,0.7891333333333332,-0.6976444444444443,0.050511111111111,0,0,46076,1
2022091107,1841,37145,1,0,0,0,2022091107_1841,1.0,1.486,1.916,1.548,2.918,0.1679972896567135,0.2492004664379485,0.8408,0.6227999999999999,0.5629777777777778,0.8074888888888889,0,0,53536,1
2022110605,1401,37308,1,0,0,0,2022110605_1401,1.0,2.232,2.136,2.006,3.626,0.9659164315038112,0.9595699748388572,-0.6285777777777778,-0.9287111111111108,0.3179777777777778,-0.2386000000000001,0,0,46238,1
2022091806,1470,37308,1,0,0,0,2022091806_1470,1.0,1.7799999999999998,0.892,3.972,5.882,0.7524071218731084,0.9416243622986326,-0.7059777777777777,-0.6143555555555555,0.9277111111111112,0.9702444444444446,0,0,53453,1
2022103007,3169,37308,1,0,0,0,2022103007_3169,1.0,0.488,1.816,1.604,2.092,0.1084687403844306,0.9759981733930456,-0.5549555555555554,-0.4781555555555557,0.7776666666666667,0.8400222222222222,0,0,53536,1
